trade_id,strategy_id,factor_id,product_id,contract,side,quantity,entry_signal_time,entry_time,entry_price,exit_signal_time,exit_time,exit_price,bars_held,gross_pnl,total_fee,net_pnl,trading_date
FTR001_trading_day_v3:CZCE.CF:000315,FTR001_trading_day_v3,FTR001,CZCE.CF,CF2005,long,1,2020-02-17 09:42:00,2020-02-17 09:43:00,13280.0,2020-02-17 14:55:00,2020-02-18 09:00:00,13395.0,182,575.0,8.669374999999999,566.3306249999999,2020-02-18
FID004_day_v3:DCE.P:000987,FID004_day_v3,FID004,DCE.P,P2005,short,1,2020-02-28 11:21:00,2020-02-28 11:22:00,5076.0,2020-02-28 14:55:00,2020-03-02 09:00:00,4952.0,98,1240.0,3.40952,1236.5904799999998,2020-03-02
FTR001_rolling_30m_v3:DCE.P:000670,FTR001_rolling_30m_v3,FTR001,DCE.P,P2005,short,1,2020-02-28 14:34:00,2020-02-28 14:35:00,4952.0,2020-02-28 14:55:00,2020-03-02 09:00:00,4952.0,25,-0.0,3.36736,-3.36736,2020-03-02
FTR001_trading_day_v3:DCE.P:000272,FTR001_trading_day_v3,FTR001,DCE.P,P2005,short,1,2020-02-28 13:31:00,2020-02-28 13:32:00,5032.0,2020-02-28 14:55:00,2020-03-02 09:00:00,4952.0,88,800.0,3.39456,796.60544,2020-03-02
FID004_day_v3:SHFE.CU:000981,FID004_day_v3,FID004,SHFE.CU,CU2005,short,1,2020-03-18 13:30:00,2020-03-18 13:31:00,41340.0,2020-03-18 14:55:00,2020-03-19 09:00:00,38770.0,89,12850.0,20.027500000000003,12829.972500000002,2020-03-19
FTR001_rolling_30m_v3:SHFE.CU:001131,FTR001_rolling_30m_v3,FTR001,SHFE.CU,CU2005,short,1,2020-03-18 13:32:00,2020-03-18 13:33:00,41190.0,2020-03-18 14:55:00,2020-03-19 09:00:00,38770.0,87,12100.0,19.99,12080.01,2020-03-19
FTR001_trading_day_v3:SHFE.CU:000426,FTR001_trading_day_v3,FTR001,SHFE.CU,CU2005,short,1,2020-03-18 13:42:00,2020-03-18 13:43:00,40760.0,2020-03-18 14:55:00,2020-03-19 09:00:00,38770.0,77,9950.0,19.8825,9930.1175,2020-03-19
FID004_day_v3:CZCE.CF:000931,FID004_day_v3,FID004,CZCE.CF,CF2005,short,1,2020-03-19 09:46:00,2020-03-19 09:47:00,11150.0,2020-03-19 14:55:00,2020-03-20 09:00:00,11135.0,178,75.0,7.242624999999999,67.757375,2020-03-20
FTR001_trading_day_v3:CZCE.CF:000323,FTR001_trading_day_v3,FTR001,CZCE.CF,CF2005,short,1,2020-03-19 09:42:00,2020-03-19 09:43:00,11230.0,2020-03-19 14:55:00,2020-03-20 09:00:00,11135.0,182,475.0,7.268624999999999,467.731375,2020-03-20
FID004_day_v3:SHFE.AG:000872,FID004_day_v3,FID004,SHFE.AG,AG2006,long,1,2020-03-20 09:32:00,2020-03-20 09:33:00,3036.0,2020-03-20 14:55:00,2020-03-23 09:00:00,3101.0,192,975.0,4.694805000000001,970.305195,2020-03-23
FTR001_trading_day_v3:SHFE.AG:000406,FTR001_trading_day_v3,FTR001,SHFE.AG,AG2006,long,1,2020-03-20 10:41:00,2020-03-20 10:42:00,3072.0,2020-03-20 14:55:00,2020-03-23 09:00:00,3101.0,138,435.0,4.722345000000001,430.277655,2020-03-23
FID004_day_v3:DCE.M:000864,FID004_day_v3,FID004,DCE.M,M2009,long,1,2020-03-23 10:43:00,2020-03-23 10:44:00,2908.0,2020-03-23 14:55:00,2020-03-24 09:00:00,2935.0,136,270.0,2.9799300000000004,267.02007000000003,2020-03-24
FTR001_rolling_30m_v3:SHFE.AG:001070,FTR001_rolling_30m_v3,FTR001,SHFE.AG,AG2006,long,1,2020-03-24 14:09:00,2020-03-24 14:10:00,3324.0,2020-03-24 14:55:00,2020-03-25 09:00:00,3520.0,50,2940.0,5.235660000000001,2934.76434,2020-03-25
FID004_day_v3:SHFE.AG:000908,FID004_day_v3,FID004,SHFE.AG,AG2006,long,1,2020-05-18 10:07:00,2020-05-18 10:08:00,4201.0,2020-05-18 14:55:00,2020-05-18 21:00:00,4207.0,157,90.0,6.432120000000001,83.56788,2020-05-19
FTR001_trading_day_v3:SHFE.AG:000424,FTR001_trading_day_v3,FTR001,SHFE.AG,AG2006,long,1,2020-05-18 09:00:00,2020-05-18 09:01:00,4151.0,2020-05-18 14:55:00,2020-05-18 21:00:00,4207.0,224,840.0,6.393870000000001,833.60613,2020-05-19
FID004_day_v3:SHFE.AG:000961,FID004_day_v3,FID004,SHFE.AG,AG2012,long,1,2020-08-05 14:30:00,2020-08-05 14:31:00,6140.0,2020-08-05 14:55:00,2020-08-05 21:00:00,6221.0,29,1215.0,9.456165000000002,1205.543835,2020-08-06
FTR001_trading_day_v3:SHFE.AG:000462,FTR001_trading_day_v3,FTR001,SHFE.AG,AG2012,long,1,2020-08-04 22:18:00,2020-08-04 22:19:00,5768.0,2020-08-05 14:55:00,2020-08-05 21:00:00,6221.0,476,6795.0,9.171585,6785.828415,2020-08-06
FID004_night_v3:SHFE.AG:001025,FID004_night_v3,FID004,SHFE.AG,AG2012,short,1,2020-08-12 00:57:00,2020-08-12 00:58:00,6223.0,2020-08-12 02:25:00,2020-08-12 21:00:00,6040.0,317,2745.0,9.381195000000002,2735.6188049999996,2020-08-13
FTR001_trading_day_v3:SHFE.AU:000514,FTR001_trading_day_v3,FTR001,SHFE.AU,AU2012,short,1,2020-08-11 21:59:00,2020-08-11 22:00:00,422.24,2020-08-12 14:55:00,2020-08-12 21:00:00,418.26,495,3980.000000000018,40.0,3940.000000000018,2020-08-13
FTR001_trading_day_v3:SHFE.AG:000484,FTR001_trading_day_v3,FTR001,SHFE.AG,AG2012,short,1,2020-09-21 21:59:00,2020-09-21 22:00:00,5597.0,2020-09-22 14:55:00,2020-09-22 21:00:00,5232.0,495,5475.0,8.284185,5466.715815,2020-09-23
FTR001_trading_day_v3:SHFE.RU:000427,FTR001_trading_day_v3,FTR001,SHFE.RU,RU2101,long,1,2020-10-27 22:54:00,2020-10-27 22:55:00,16150.0,2020-10-28 14:55:00,2020-10-28 21:00:00,16550.0,230,4000.0,7.194000000000001,3992.806,2020-10-29
FID004_day_v3:SHFE.RB:001320,FID004_day_v3,FID004,SHFE.RB,RB2105,long,1,2020-12-21 10:32:00,2020-12-21 10:33:00,4448.0,2020-12-21 14:55:00,2020-12-21 21:00:00,4470.0,147,220.0,9.007180000000002,210.99282,2020-12-22
FTR001_trading_day_v3:SHFE.RB:000413,FTR001_trading_day_v3,FTR001,SHFE.RB,RB2105,long,1,2020-12-21 09:00:00,2020-12-21 09:01:00,4403.0,2020-12-21 14:55:00,2020-12-21 21:00:00,4470.0,224,670.0,8.96173,661.03827,2020-12-22
FID004_day_v3:DCE.JM:001376,FID004_day_v3,FID004,DCE.JM,JM2109,long,1,2021-05-06 10:31:00,2021-05-06 10:32:00,1882.0,2021-05-06 14:55:00,2021-05-06 21:00:00,1912.0,148,1800.0,22.99164,1777.00836,2021-05-07
FTR001_trading_day_v3:DCE.JM:000442,FTR001_trading_day_v3,FTR001,DCE.JM,JM2109,long,1,2021-05-06 09:40:00,2021-05-06 09:41:00,1864.5,2021-05-06 14:55:00,2021-05-06 21:00:00,1912.0,184,2850.0,22.88559,2827.11441,2021-05-07
FID004_day_v3:DCE.JM:001378,FID004_day_v3,FID004,DCE.JM,JM2109,long,1,2021-05-10 09:38:00,2021-05-10 09:39:00,2038.0,2021-05-10 14:55:00,2021-05-10 14:56:00,2062.0,182,1440.0,24.846,1415.154,2021-05-10
FTR001_trading_day_v3:DCE.JM:000444,FTR001_trading_day_v3,FTR001,DCE.JM,JM2109,long,1,2021-05-10 09:02:00,2021-05-10 09:03:00,1993.0,2021-05-10 14:55:00,2021-05-10 14:56:00,2062.0,218,4140.0,24.573300000000003,4115.4267,2021-05-10
FTR001_trading_day_v3:SHFE.RB:000454,FTR001_trading_day_v3,FTR001,SHFE.RB,RB2110,long,1,2021-05-10 09:00:00,2021-05-10 09:01:00,5958.0,2021-05-10 14:55:00,2021-05-10 21:00:00,6113.0,224,1550.0,12.19171,1537.80829,2021-05-11
FTR001_trading_day_v3:SHFE.RB:000457,FTR001_trading_day_v3,FTR001,SHFE.RB,RB2110,short,1,2021-05-14 11:21:00,2021-05-14 11:22:00,5667.0,2021-05-14 14:55:00,2021-05-14 14:56:00,5640.0,94,270.0,11.42007,258.57993,2021-05-14
FTR001_trading_day_v3:DCE.JM:000450,FTR001_trading_day_v3,FTR001,DCE.JM,JM2109,short,1,2021-05-19 21:59:00,2021-05-19 22:00:00,1829.0,2021-05-20 14:55:00,2021-05-20 21:00:00,1778.0,285,3060.0,21.85842,3038.14158,2021-05-21
FTR001_trading_day_v3:DCE.JM:000478,FTR001_trading_day_v3,FTR001,DCE.JM,JM2201,long,1,2021-08-20 21:59:00,2021-08-20 22:00:00,2315.5,2021-08-23 14:55:00,2021-08-23 21:00:00,2465.0,285,8970.0,28.96983,8941.03017,2021-08-24
FID004_day_v3:DCE.JM:001489,FID004_day_v3,FID004,DCE.JM,JM2201,long,1,2021-09-02 09:33:00,2021-09-02 09:34:00,2576.5,2021-09-02 14:55:00,2021-09-02 14:56:00,2669.0,187,5550.0,31.787730000000003,5518.21227,2021-09-02
FTR001_trading_day_v3:DCE.JM:000483,FTR001_trading_day_v3,FTR001,DCE.JM,JM2201,long,1,2021-09-02 10:30:00,2021-09-02 10:31:00,2630.5,2021-09-02 14:55:00,2021-09-02 14:56:00,2669.0,145,2310.0,32.11497,2277.88503,2021-09-02
FID004_day_v3:CZCE.CF:001348,FID004_day_v3,FID004,CZCE.CF,CF2201,long,1,2021-10-15 11:20:00,2021-10-15 11:21:00,22025.0,2021-10-15 14:55:00,2021-10-15 21:00:00,22810.0,99,3925.0,14.571375,3910.428625,2021-10-18
FTR001_trading_day_v3:CZCE.CF:000495,FTR001_trading_day_v3,FTR001,CZCE.CF,CF2201,long,1,2021-10-14 22:05:00,2021-10-14 22:06:00,21685.0,2021-10-15 14:55:00,2021-10-15 21:00:00,22810.0,279,5625.0,14.460874999999998,5610.539125,2021-10-18
FID004_night_v3:DCE.JM:000883,FID004_night_v3,FID004,DCE.JM,JM2201,short,1,2021-10-19 21:41:00,2021-10-19 21:42:00,3441.5,2021-10-19 22:55:00,2021-10-20 21:00:00,3150.0,303,17490.0,39.94449,17450.05551,2021-10-21
FTR001_trading_day_v3:DCE.JM:000497,FTR001_trading_day_v3,FTR001,DCE.JM,JM2201,short,1,2021-10-19 21:59:00,2021-10-19 22:00:00,3475.0,2021-10-20 14:55:00,2021-10-20 21:00:00,3150.0,285,19500.0,40.147499999999994,19459.8525,2021-10-21
FID004_day_v3:DCE.JM:001522,FID004_day_v3,FID004,DCE.JM,JM2201,short,1,2021-10-21 13:39:00,2021-10-21 13:40:00,3240.0,2021-10-21 14:55:00,2021-10-21 21:00:00,3050.0,80,11400.0,38.1174,11361.8826,2021-10-22
FTR001_rolling_30m_v3:DCE.JM:001162,FTR001_rolling_30m_v3,FTR001,DCE.JM,JM2201,short,1,2021-10-21 14:36:00,2021-10-21 14:37:00,3117.5,2021-10-21 14:55:00,2021-10-21 21:00:00,3050.0,23,4050.0,37.37505,4012.62495,2021-10-22
FTR001_rolling_30m_v3:SHFE.RB:001266,FTR001_rolling_30m_v3,FTR001,SHFE.RB,RB2201,short,1,2021-10-21 13:36:00,2021-10-21 13:37:00,5247.0,2021-10-21 14:55:00,2021-10-21 21:00:00,4976.0,83,2710.0,10.32523,2699.67477,2021-10-22
FTR001_trading_day_v3:SHFE.RB:000506,FTR001_trading_day_v3,FTR001,SHFE.RB,RB2201,short,1,2021-10-21 14:40:00,2021-10-21 14:41:00,5086.0,2021-10-21 14:55:00,2021-10-21 21:00:00,4976.0,19,1100.0,10.16262,1089.83738,2021-10-22
FTR001_trading_day_v3:DCE.JM:000499,FTR001_trading_day_v3,FTR001,DCE.JM,JM2201,short,1,2021-10-26 22:53:00,2021-10-26 22:54:00,2778.5,2021-10-27 14:55:00,2021-10-28 14:02:00,2503.0,518,16530.0,32.00589,16497.99411,2021-10-28
FTR001_trading_day_v3:DCE.P:000524,FTR001_trading_day_v3,FTR001,DCE.P,P2205,long,1,2022-03-09 13:30:00,2022-03-09 13:31:00,12330.0,2022-03-09 14:55:00,2022-03-09 14:57:00,12718.0,86,3880.0,8.51632,3871.48368,2022-03-09
FID004_day_v3:CZCE.CF:001551,FID004_day_v3,FID004,CZCE.CF,CF2209,long,1,2022-07-18 10:32:00,2022-07-18 10:33:00,15145.0,2022-07-18 14:55:00,2022-07-18 21:00:00,15495.0,147,1750.0,9.957999999999998,1740.042,2022-07-19
FTR001_trading_day_v3:CZCE.CF:000585,FTR001_trading_day_v3,FTR001,CZCE.CF,CF2209,long,1,2022-07-15 21:59:00,2022-07-15 22:00:00,14540.0,2022-07-18 14:55:00,2022-07-18 21:00:00,15495.0,285,4775.0,9.761375,4765.238625000001,2022-07-19
FID004_night_v3:SHFE.AU:001917,FID004_night_v3,FID004,SHFE.AU,AU2306,long,1,2023-04-07 22:10:00,2023-04-07 22:11:00,446.68,2023-04-08 02:25:00,2023-04-08 02:26:00,446.14,255,-540.0000000000205,40.0,-580.0000000000205,2023-04-10
FID004_night_v3:SHFE.CU:001773,FID004_night_v3,FID004,SHFE.CU,CU2307,long,1,2023-06-06 23:43:00,2023-06-06 23:44:00,66780.0,2023-06-07 00:55:00,2023-06-07 00:56:00,66740.0,72,-200.0,33.38,-233.38,2023-06-07
FTR001_trading_day_v3:DCE.M:000634,FTR001_trading_day_v3,FTR001,DCE.M,M2309,long,1,2023-07-03 09:00:00,2023-07-03 09:01:00,3913.0,2023-07-03 14:55:00,2023-07-03 21:00:00,4030.0,224,1170.0,4.050930000000001,1165.94907,2023-07-04
FID004_day_v3:SHFE.RU:001981,FID004_day_v3,FID004,SHFE.RU,RU2401,long,1,2023-09-01 09:42:00,2023-09-01 09:43:00,14075.0,2023-09-01 14:55:00,2023-09-01 21:00:00,14280.0,182,2050.0,6.238100000000001,2043.7619,2023-09-04
FTR001_trading_day_v3:SHFE.RU:000720,FTR001_trading_day_v3,FTR001,SHFE.RU,RU2401,long,1,2023-08-31 22:07:00,2023-08-31 22:08:00,13460.0,2023-09-01 14:55:00,2023-09-01 21:00:00,14280.0,277,8200.0,6.1028,8193.8972,2023-09-04
FID004_night_v3:SHFE.CU:001851,FID004_night_v3,FID004,SHFE.CU,CU2310,short,1,2023-09-19 22:15:00,2023-09-19 22:16:00,68650.0,2023-09-20 00:55:00,2023-09-20 00:56:00,68750.0,160,-500.0,34.35,-534.35,2023-09-20
FTR001_rolling_30m_v3:SHFE.CU:002497,FTR001_rolling_30m_v3,FTR001,SHFE.CU,CU2310,short,1,2023-09-20 23:47:00,2023-09-20 23:48:00,68890.0,2023-09-21 00:55:00,2023-09-21 00:56:00,68930.0,68,-200.0,34.455,-234.455,2023-09-21
FTR001_trading_day_v3:SHFE.RU:000770,FTR001_trading_day_v3,FTR001,SHFE.RU,RU2405,long,1,2024-03-18 09:00:00,2024-03-18 09:01:00,15075.0,2024-03-18 14:55:00,2024-03-18 21:00:00,15600.0,224,5250.0,6.748500000000001,5243.2515,2024-03-19
FID004_day_v3:SHFE.AG:001993,FID004_day_v3,FID004,SHFE.AG,AG2406,long,1,2024-04-08 09:34:00,2024-04-08 09:35:00,6975.0,2024-04-08 14:55:00,2024-04-08 14:56:00,7128.0,186,2295.0,10.788795,2284.2112049999996,2024-04-08
FTR001_trading_day_v3:SHFE.AG:001081,FTR001_trading_day_v3,FTR001,SHFE.AG,AG2406,long,1,2024-04-08 09:32:00,2024-04-08 09:33:00,6960.0,2024-04-08 14:55:00,2024-04-08 14:56:00,7128.0,188,2520.0,10.77732,2509.22268,2024-04-08
FTR001_trading_day_v3:SHFE.AG:001101,FTR001_trading_day_v3,FTR001,SHFE.AG,AG2408,long,1,2024-05-17 22:01:00,2024-05-17 22:02:00,7819.0,2024-05-20 14:55:00,2024-05-20 21:00:00,8105.0,493,4290.0,12.181860000000002,4277.81814,2024-05-21
FID004_day_v3:CFFEX.IC:002497,FID004_day_v3,FID004,CFFEX.IC,IC2410,long,1,2024-09-30 11:28:00,2024-09-30 11:29:00,5780.2,2024-09-30 14:55:00,2024-09-30 14:57:00,5902.8,118,24520.000000000073,299.27376,24220.726240000073,2024-09-30
FTR001_trading_day_v3:DCE.JM:000819,FTR001_trading_day_v3,FTR001,DCE.JM,JM2501,long,1,2024-09-27 21:59:00,2024-09-27 22:00:00,1439.0,2024-09-30 14:55:00,2024-10-08 09:00:00,1605.0,285,9960.0,18.44664,9941.55336,2024-10-08
FTR001_trading_day_v3:SHFE.RB:000778,FTR001_trading_day_v3,FTR001,SHFE.RB,RB2501,long,1,2024-09-27 21:59:00,2024-09-27 22:00:00,3373.0,2024-09-30 14:55:00,2024-10-08 09:00:00,3680.0,285,3070.0,7.123530000000001,3062.8764699999997,2024-10-08
FTR001_rolling_30m_v3:SHFE.RU:001845,FTR001_rolling_30m_v3,FTR001,SHFE.RU,RU2501,short,1,2024-10-10 14:27:00,2024-10-10 14:28:00,18325.0,2024-10-10 14:55:00,2024-10-10 21:00:00,17920.0,32,4050.0,7.9739,4042.0261,2024-10-11
FTR001_trading_day_v3:SHFE.RU:000831,FTR001_trading_day_v3,FTR001,SHFE.RU,RU2501,short,1,2024-10-10 14:39:00,2024-10-10 14:40:00,18095.0,2024-10-10 14:55:00,2024-10-10 21:00:00,17920.0,20,1750.0,7.923300000000001,1742.0767,2024-10-11
FTR001_trading_day_v3:DCE.JM:000822,FTR001_trading_day_v3,FTR001,DCE.JM,JM2501,short,1,2024-10-17 13:44:00,2024-10-17 13:45:00,1374.0,2024-10-17 14:55:00,2024-10-17 21:00:00,1335.0,75,2340.0,16.416539999999998,2323.5834600000003,2024-10-18
FTR001_trading_day_v3:SHFE.CU:001121,FTR001_trading_day_v3,FTR001,SHFE.CU,CU2505,long,1,2025-04-07 10:08:00,2025-04-07 10:09:00,74140.0,2025-04-07 14:55:00,2025-04-07 21:00:00,72580.0,156,-7800.0,36.68,-7836.68,2025-04-08
FID004_day_v3:CFFEX.IC:002643,FID004_day_v3,FID004,CFFEX.IC,IC2504,short,1,2025-04-07 13:29:00,2025-04-07 13:30:00,5286.2,2025-04-07 14:55:00,2025-04-08 09:30:00,5301.0,90,-2960.0000000000364,50.81855999999999,-3010.8185600000365,2025-04-08
FTR001_rolling_30m_v3:CFFEX.IC:002180,FTR001_rolling_30m_v3,FTR001,CFFEX.IC,IC2504,short,1,2025-04-07 13:45:00,2025-04-07 13:46:00,5242.0,2025-04-07 14:55:00,2025-04-08 09:30:00,5301.0,74,-11800.0,50.606399999999994,-11850.6064,2025-04-08
FTR001_trading_day_v3:CFFEX.IC:000992,FTR001_trading_day_v3,FTR001,CFFEX.IC,IC2504,short,1,2025-04-07 10:29:00,2025-04-07 10:30:00,5391.6,2025-04-07 14:55:00,2025-04-08 09:30:00,5301.0,180,18120.000000000073,51.324479999999994,18068.675520000073,2025-04-08
FTR001_trading_day_v3:DCE.JM:000908,FTR001_trading_day_v3,FTR001,DCE.JM,JM2509,long,1,2025-07-21 22:42:00,2025-07-21 22:43:00,1029.5,2025-07-22 14:55:00,2025-07-22 21:00:00,1068.0,242,2310.0,12.71085,2297.28915,2025-07-23
FID004_day_v3:DCE.JM:002673,FID004_day_v3,FID004,DCE.JM,JM2509,long,1,2025-07-25 09:41:00,2025-07-25 09:42:00,1235.5,2025-07-25 14:55:00,2025-07-25 21:00:00,1264.5,183,1740.0,15.15,1724.85,2025-07-28
FID004_day_v3:DCE.JM:002675,FID004_day_v3,FID004,DCE.JM,JM2509,short,1,2025-07-28 11:25:00,2025-07-28 11:26:00,1113.0,2025-07-28 14:55:00,2025-07-28 21:00:00,1090.0,94,1380.0,13.350180000000002,1366.64982,2025-07-29
FTR001_trading_day_v3:DCE.JM:000911,FTR001_trading_day_v3,FTR001,DCE.JM,JM2509,short,1,2025-07-25 22:11:00,2025-07-25 22:12:00,1227.5,2025-07-28 14:55:00,2025-07-28 21:00:00,1090.0,273,8250.0,14.04405,8235.95595,2025-07-29
FID004_day_v3:DCE.JM:002679,FID004_day_v3,FID004,DCE.JM,JM2509,short,1,2025-07-31 10:46:00,2025-07-31 10:47:00,1057.0,2025-07-31 14:55:00,2025-07-31 21:00:00,1045.0,133,720.0,12.73812,707.2618799999999,2025-08-01
FTR001_rolling_30m_v3:DCE.JM:002137,FTR001_rolling_30m_v3,FTR001,DCE.JM,JM2601,long,1,2025-08-05 13:33:00,2025-08-05 13:34:00,1143.0,2025-08-05 14:55:00,2025-08-05 14:56:00,1193.5,82,3030.0,14.15919,3015.84081,2025-08-05
FTR001_trading_day_v3:DCE.JM:000959,FTR001_trading_day_v3,FTR001,DCE.JM,JM2605,long,1,2026-01-06 21:59:00,2026-01-06 22:00:00,1136.0,2026-01-07 14:55:00,2026-01-07 21:00:00,1189.0,285,3180.0,14.0895,3165.9105,2026-01-08
FID004_day_v3:SHFE.CU:002791,FID004_day_v3,FID004,SHFE.CU,CU2603,short,1,2026-02-02 13:36:00,2026-02-02 13:37:00,99380.0,2026-02-02 14:55:00,2026-02-02 21:00:00,101490.0,83,-10550.0,50.2175,-10600.2175,2026-02-03
FTR001_trading_day_v3:SHFE.CU:001237,FTR001_trading_day_v3,FTR001,SHFE.CU,CU2603,short,1,2026-02-02 09:10:00,2026-02-02 09:11:00,99550.0,2026-02-02 14:55:00,2026-02-02 21:00:00,101490.0,214,-9700.0,50.260000000000005,-9750.26,2026-02-03
FTR001_trading_day_v3:DCE.JM:000981,FTR001_trading_day_v3,FTR001,DCE.JM,JM2605,long,1,2026-03-20 21:59:00,2026-03-20 22:00:00,1245.0,2026-03-23 14:55:00,2026-03-23 21:00:00,1225.0,285,-1200.0,14.9682,-1214.9682,2026-03-24
